date,hour,lat,long,signal,network,operator,status,description,net,speed,satellites,precission,provider,activity,postal_code,town_name
2017-05-18,07:24:37,41.19754,1.66103,3,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,0.3,10.0,21.0,fused,IN_VEHICLE,080749,Cubelles
2017-05-18,06:58:18,41.19991,1.66464,2,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,30.0,10.0,32.0,fused,IN_VEHICLE,080749,Cubelles
2017-05-18,16:48:10,41.20712,1.67705,3,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,1.2,5.0,27.0,gps,STILL,080749,Cubelles
2017-05-18,23:54:19,41.3735,1.72635,3,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,47.9,6.0,22.0,gps,IN_VEHICLE,080945,la Granada
2017-05-18,23:56:48,41.37264,1.73988,20,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,35.8,4.0,10.0,gps,IN_VEHICLE,080945,la Granada
2017-05-18,23:55:08,41.37514,1.73052,21,yoigo,Yoigo,0,STATE_IN_SERVICE,2G,28.9,7.0,19.0,gps,IN_VEHICLE,080945,la Granada
2017-05-18,23:55:58,41.37487,1.73472,20,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,25.4,3.0,18.0,gps,IN_VEHICLE,080945,la Granada
2017-05-18,23:53:29,41.36956,1.72037,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,48.3,7.0,13.0,gps,IN_VEHICLE,080945,la Granada
2017-05-18,21:24:29,41.31885,1.72617,2,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,72.3,1.0,56.0,gps,IN_VEHICLE,081458,Olèrdola
2017-05-18,06:27:37,41.31998,1.72281,1,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,12.2,10.0,147.0,fused,IN_VEHICLE,081458,Olèrdola
2017-05-18,06:25:33,41.32326,1.71702,7,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,62.6,10.0,23.0,fused,IN_VEHICLE,081458,Olèrdola
2017-05-18,06:26:16,41.31911,1.72586,3,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,72.3,10.0,17.0,fused,IN_VEHICLE,081458,Olèrdola
2017-05-18,21:25:24,41.32343,1.71719,1,yoigo,Yoigo,0,STATE_IN_SERVICE,2G,59.4,2.0,28.0,gps,IN_VEHICLE,081458,Olèrdola
2017-05-18,21:26:22,41.33161,1.71366,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,59.3,1.0,39.0,gps,IN_VEHICLE,081458,Olèrdola
2017-05-18,21:23:33,41.30914,1.72236,2,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,70.8,3.0,48.0,gps,IN_VEHICLE,081458,Olèrdola
2017-05-18,23:57:37,41.37057,1.74667,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,45.1,6.0,24.0,gps,IN_VEHICLE,082068,Sant Cugat Sesgarrigues
2017-05-18,23:58:28,41.36755,1.75185,7,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,38.7,5.0,16.0,gps,IN_VEHICLE,082068,Sant Cugat Sesgarrigues
2017-05-18,23:59:36,41.36545,1.75108,7,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,12.8,4.0,16.0,gps,IN_VEHICLE,082068,Sant Cugat Sesgarrigues
2017-05-18,21:18:39,41.25757,1.73159,29,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,73.1,3.0,37.0,gps,IN_VEHICLE,082310,Sant Pere de Ribes
2017-05-18,23:32:42,41.34789,1.71057,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,30.7,3.0,19.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:04:17,41.34143,1.69398,4,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,3.0,7.0,16.0,gps,STILL,083054,Vilafranca del Penedès
2017-05-18,23:11:43,41.34201,1.69346,21,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,0.6,2.0,33.0,gps,TILTING,083054,Vilafranca del Penedès
2017-05-18,22:59:46,41.34948,1.70431,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,0.9,2.0,34.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,06:24:30,41.33284,1.71421,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,77.8,10.0,24.0,fused,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,04:47:41,41.35257,1.70675,9,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,0.0,0.0,45.0,gps,UNKNOWN,083054,Vilafranca del Penedès
2017-05-18,23:51:05,41.35383,1.70656,28,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,11.3,4.0,30.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,21:27:22,41.34168,1.71867,9,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,71.7,4.0,22.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:14:31,41.34867,1.69107,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,4.4,2.0,50.0,gps,STILL,083054,Vilafranca del Penedès
2017-05-18,00:05:46,41.35239,1.70689,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,0.1,2.0,9.0,gps,UNKNOWN,083054,Vilafranca del Penedès
2017-05-18,23:12:48,41.34606,1.69377,23,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,24.9,3.0,65.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:52:41,41.36515,1.71538,4,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,64.0,4.0,10.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,21:28:26,41.35044,1.7229,20,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,58.2,3.0,31.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,06:20:49,41.34949,1.71197,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,31.5,3.0,13.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:03:27,41.34133,1.69445,15,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,23.7,1.0,36.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,21:30:25,41.35084,1.71081,16,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,28.4,4.0,25.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:50:19,41.35254,1.7063,26,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,2.6,3.0,25.0,gps,TILTING,083054,Vilafranca del Penedès
2017-05-18,23:31:51,41.34678,1.70559,9,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,23.2,3.0,66.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:51:53,41.35923,1.70889,21,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,47.4,5.0,22.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:33:29,41.34778,1.71125,4,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,4.4,2.0,19.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:02:39,41.34338,1.69708,9,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,29.7,3.0,69.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:01:48,41.34604,1.70066,7,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,14.4,2.0,59.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,06:20:28,41.35079,1.71063,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,0.2,3.0,19.0,gps,UNKNOWN,083054,Vilafranca del Penedès
2017-05-18,21:31:41,41.35202,1.70752,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,14.5,2.0,72.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,21:29:29,41.34916,1.7156,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,35.9,1.0,22.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:13:39,41.34836,1.6917,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,21.8,2.0,19.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:15:46,41.34858,1.6913,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,1.0,1.0,56.0,gps,STILL,083054,Vilafranca del Penedès
2017-05-18,23:30:09,41.3444,1.69841,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,3.1,2.0,47.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,23:36:21,41.34852,1.71115,3,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,1.7,3.0,25.0,gps,STILL,083054,Vilafranca del Penedès
2017-05-18,22:34:20,41.35237,1.70705,3,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,0.1,0.0,74.0,gps,ON_FOOT,083054,Vilafranca del Penedès
2017-05-18,06:23:31,41.34375,1.71899,4,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,21.8,10.0,12.0,fused,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,06:21:34,41.3484,1.71324,7,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,12.6,10.0,7.0,gps,IN_VEHICLE,083054,Vilafranca del Penedès
2017-05-18,06:35:26,41.23608,1.72204,15,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,68.9,10.0,31.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,06:31:53,41.25458,1.72341,9,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,71.0,10.0,18.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:14:22,41.23651,1.727,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,66.2,2.0,43.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:16:06,41.24097,1.72987,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,42.9,3.0,27.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,06:38:26,41.2121,1.69126,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,77.9,10.0,34.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,06:32:24,41.2534,1.71743,23,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,60.8,10.0,34.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:16:58,41.24613,1.72045,4,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,67.5,2.0,72.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,06:37:27,41.22133,1.70033,15,yoigo,Yoigo,0,STATE_IN_SERVICE,2G,75.0,10.0,8.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:11:38,41.2207,1.70006,8,yoigo,Yoigo,0,STATE_IN_SERVICE,2G,72.2,2.0,60.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,06:33:24,41.24486,1.72216,24,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,61.2,10.0,8.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:13:27,41.23459,1.71519,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,60.6,1.0,74.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:15:13,41.23612,1.73379,6,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,40.3,1.0,16.0,gps,TILTING,083073,Vilanova i la Geltrú
2017-05-18,21:12:30,41.22895,1.70653,7,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,73.7,5.0,27.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,06:34:40,41.23695,1.73255,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,58.9,10.0,32.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,06:36:28,41.23044,1.70878,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,74.5,10.0,10.0,fused,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:10:48,41.21322,1.69337,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,52.6,1.0,37.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,21:17:49,41.25356,1.72071,18,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,4G,58.3,1.0,34.0,gps,IN_VEHICLE,083073,Vilanova i la Geltrú
2017-05-18,08:40:31,41.93251,1.19623,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.8,4.0,9.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,11:38:15,41.93233,1.19668,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,28.6,3.0,14.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,15:02:27,41.93217,1.195,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,9.3,7.0,10.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,10:13:02,41.93211,1.19609,9,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,17.6,3.0,8.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,15:22:37,41.93234,1.19586,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,6.1,1.0,11.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:03:53,41.92526,1.1889,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,18.0,10.0,6.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:06:36,41.93234,1.1958,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.1,3.0,9.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:01:49,41.92812,1.18712,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,16.1,6.0,7.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,19:11:48,41.93232,1.1962,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.4,4.0,12.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,20:00:03,41.93121,1.19273,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,16.0,3.0,9.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,11:14:44,41.93241,1.19561,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.6,0.0,14.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,11:12:03,41.93221,1.19548,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.6,5.0,6.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,10:12:10,41.93415,1.19748,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,54.9,5.0,13.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,19:45:16,41.93256,1.19506,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.2,1.0,17.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,18:56:40,41.93249,1.196,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.0,8.0,7.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,20:22:57,41.93167,1.19547,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.8,7.0,7.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,19:21:38,41.93227,1.19603,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,2.2,1.0,9.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,19:04:32,41.93229,1.19623,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,2.8,6.0,8.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,11:52:32,41.93212,1.19604,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.4,3.0,9.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,08:48:17,41.92918,1.19847,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,37.2,7.0,9.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:15:26,41.93246,1.19564,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.9,3.0,17.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:12:20,41.93218,1.19606,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.3,0.0,9.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:00:54,41.92942,1.18954,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,23.4,6.0,11.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:09:51,41.92957,1.19316,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,8.7,6.0,8.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,14:51:40,41.93246,1.19539,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,5.4,0.0,11.0,gps,ON_FOOT,250426,la Baronia de Rialb
2017-05-18,13:31:55,41.93249,1.19705,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.1,2.0,15.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,15:29:10,41.93273,1.19547,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,2.6,0.0,14.0,gps,UNKNOWN,250426,la Baronia de Rialb
2017-05-18,19:18:13,41.93252,1.1963,13,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,0.9,4.0,16.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,15:21:27,41.9334,1.19576,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,46.6,3.0,11.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,14:59:41,41.92744,1.18639,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,18.8,5.0,7.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,15:05:45,41.9326,1.19516,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,4.9,2.0,13.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,15:00:39,41.93023,1.18985,13,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,26.2,3.0,17.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,06:53:35,41.93258,1.19429,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.0,7.0,12.0,fused,STILL,250426,la Baronia de Rialb
2017-05-18,19:57:39,41.93219,1.19533,9,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.2,2.0,14.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,19:49:59,41.93222,1.19495,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.4,0.0,14.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:49:10,41.92878,1.19818,13,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,3.5,4.0,11.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,08:30:58,41.93233,1.1958,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.8,4.0,9.0,gps,UNKNOWN,250426,la Baronia de Rialb
2017-05-18,20:02:50,41.92605,1.18526,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,16.3,8.0,8.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,11:19:23,41.93293,1.19626,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.0,3.0,10.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,19:58:06,41.93261,1.19544,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,6.3,5.0,8.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,19:06:46,41.9326,1.19633,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.0,7.0,13.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,15:05:22,41.93234,1.19533,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.7,5.0,6.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,19:29:10,41.93243,1.19506,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.3,6.0,13.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:04:50,41.92518,1.19216,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,17.1,4.0,11.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,06:54:44,41.93159,1.19503,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,6.5,7.0,20.0,fused,STILL,250426,la Baronia de Rialb
2017-05-18,14:54:35,41.92764,1.19781,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,21.3,2.0,7.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,08:36:57,41.93206,1.19616,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.4,2.0,17.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,20:13:08,41.92823,1.19221,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,6.3,6.0,13.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,15:25:42,41.93146,1.19607,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.9,0.0,11.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,15:03:20,41.93184,1.19522,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,2.8,7.0,8.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:08:04,41.92695,1.1939,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,18.4,8.0,6.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,14:53:02,41.9325,1.19642,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,3.8,3.0,12.0,gps,ON_FOOT,250426,la Baronia de Rialb
2017-05-18,19:16:16,41.93269,1.19655,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,0.7,0.0,15.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,15:01:33,41.93179,1.1934,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,22.8,2.0,10.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:15:45,41.92838,1.18868,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,8.8,3.0,8.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,19:45:54,41.93198,1.19506,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,6.1,3.0,11.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,15:09:27,41.93307,1.1976,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,6.0,4.0,8.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,11:20:48,41.93283,1.19694,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,8.2,1.0,7.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,20:18:20,41.93155,1.19361,13,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,14.1,3.0,10.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,14:50:56,41.93211,1.19475,13,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.1,3.0,10.0,gps,ON_FOOT,250426,la Baronia de Rialb
2017-05-18,20:16:36,41.92939,1.18924,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,8.5,1.0,10.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:24:39,41.93201,1.19606,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.7,1.0,11.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:06:59,41.92733,1.19787,8,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,18.7,5.0,15.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,14:58:50,41.92506,1.18605,14,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,18.9,10.0,5.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,15:10:34,41.92854,1.19915,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,27.9,2.0,11.0,gps,TILTING,250426,la Baronia de Rialb
2017-05-18,08:22:03,41.93242,1.19514,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,0.9,3.0,15.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:22:36,41.93222,1.1962,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,9.9,3.0,10.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,11:37:11,41.92806,1.19889,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,42.5,2.0,12.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,20:20:32,41.93181,1.19519,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,9.1,6.0,8.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,20:21:22,41.93147,1.19548,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,3.2,5.0,10.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,08:17:03,41.9322,1.19598,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.5,3.0,16.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,18:59:01,41.93215,1.19569,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.2,3.0,14.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,08:47:33,41.93327,1.19817,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.6,4.0,8.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,11:19:52,41.93233,1.19555,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,11.0,2.0,10.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,20:20:21,41.93165,1.19545,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.7,5.0,8.0,gps,STILL,250426,la Baronia de Rialb
2017-05-18,11:39:14,41.93192,1.19707,10,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,3G,3.4,2.0,10.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:18:31,41.93237,1.1958,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.0,1.0,11.0,gps,IN_VEHICLE,250426,la Baronia de Rialb
2017-05-18,08:27:38,41.93205,1.19623,11,yoigo,Yoigo,2,STATE_EMERGENCY_ONLY,2G,1.5,3.0,13.0,gps,STILL,250426,la Baronia de Rialb
